"2019-04-26,03:00:00",9.2648,31.671466666666667,0,9,10
"2019-04-26,03:01:00",10.158666666666667,31.943066666666667,0,10,11
"2019-04-26,03:02:00",8.776933333333334,28.6684,0,9,10
"2019-04-26,03:03:00",10.175333333333333,33.017466666666664,0,8,9
"2019-04-26,03:04:00",9.296133333333334,29.914533333333335,0,8,9
"2019-04-26,03:05:00",10.084933333333334,33.0156,0,9,10
"2019-04-26,03:06:00",9.288933333333333,29.957733333333334,0,11,12
"2019-04-26,03:07:00",9.696533333333333,31.5708,0,9,10
"2019-04-26,03:08:00",9.618666666666666,31.3868,0,8,9
"2019-04-26,03:09:00",8.8448,28.690133333333332,0,8,9
"2019-04-26,03:10:00",10.032533333333333,32.8588,0,8,9
"2019-04-26,03:11:00",9.552533333333333,29.92653333333333,0,8,9
"2019-04-26,03:12:00",9.9292,32.494,0,9,10
"2019-04-26,03:13:00",9.714266666666667,30.501733333333334,0,8,9
"2019-04-26,03:14:00",9.568933333333334,31.62226666666667,0,8,9
"2019-04-26,03:15:00",9.753466666666666,31.523866666666667,0,7,8
"2019-04-26,03:16:00",9.693733333333334,31.3984,0,9,10
"2019-04-26,03:17:00",10.032933333333334,31.47586666666667,0,8,9
"2019-04-26,03:18:00",9.110533333333333,29.3156,0,9,10
"2019-04-26,03:19:00",10.290133333333333,32.4224,0,8,9
"2019-04-26,03:20:00",9.235733333333334,29.9356,0,9,10
"2019-04-26,03:21:00",10.0372,32.889066666666665,0,9,10
"2019-04-26,03:22:00",9.262266666666667,29.959466666666668,0,9,10
"2019-04-26,03:23:00",9.743466666666666,31.684533333333334,0,9,10
"2019-04-26,03:24:00",9.799066666666667,31.374266666666667,0,9,10
"2019-04-26,03:25:00",9.6548,32.285333333333334,0,9,10
"2019-04-26,03:26:00",9.8888,31.646533333333334,0,13,14
"2019-04-26,03:27:00",9.277466666666667,30.252,0,9,10
"2019-04-26,03:28:00",9.6784,32.50026666666667,0,8,9
"2019-04-26,03:29:00",8.786933333333334,28.592,0,8,9
"2019-04-26,03:30:00",9.638133333333334,32.845733333333335,0,9,10
"2019-04-26,03:31:00",9.0504,30.0136,0,9,10
"2019-04-26,03:32:00",9.853733333333333,31.757066666666667,0,8,9
"2019-04-26,03:33:00",9.508533333333334,31.2952,0,8,9
"2019-04-26,03:34:00",9.2224,31.288,0,7,8
"2019-04-26,03:35:00",9.7728,31.336,0,8,9
"2019-04-26,03:36:00",9.0424,29.032533333333333,0,9,10
"2019-04-26,03:37:00",8.915866666666666,28.6116,0,8,9
"2019-04-26,03:38:00",10.148266666666666,33.81986666666667,0,10,11
"2019-04-26,03:39:00",9.374533333333334,29.1864,0,8,9
"2019-04-26,03:40:00",10.341466666666667,33.0356,0,9,10
"2019-04-26,03:41:00",9.684666666666667,30.108666666666668,0,10,11
"2019-04-26,03:42:00",9.580533333333333,31.61306666666667,0,9,10
"2019-04-26,03:43:00",9.800666666666666,31.508133333333333,0,8,9
"2019-04-26,03:44:00",9.019066666666667,30.1956,0,9,10
"2019-04-26,03:45:00",10.053333333333333,32.23506666666667,0,9,10
"2019-04-26,03:46:00",9.3864,29.127066666666668,0,11,12
"2019-04-26,03:47:00",10.182666666666666,32.942,0,9,10
"2019-04-26,03:48:00",9.405066666666666,29.986666666666668,0,9,10
"2019-04-26,03:49:00",9.720133333333333,31.6244,0,9,10
"2019-04-26,03:50:00",9.257866666666667,30.062666666666665,0,9,10
"2019-04-26,03:51:00",9.2604,29.951333333333334,0,9,10
"2019-04-26,03:52:00",9.3476,31.512666666666668,0,9,10
"2019-04-26,03:53:00",9.518666666666666,31.222266666666666,0,8,9
"2019-04-26,03:54:00",10.064133333333332,31.617733333333334,0,9,10
"2019-04-26,03:55:00",10.0016,31.3988,0,9,10
"2019-04-26,03:56:00",9.778666666666666,31.8868,0,13,14
"2019-04-26,03:57:00",9.924,31.415333333333333,0,9,10
"2019-04-26,03:58:00",8.9096,28.818266666666666,0,9,10
"2019-04-26,03:59:00",10.2888,33.02106666666667,0,8,9
"2019-04-26,04:00:00",9.524,30.061866666666667,0,8,9
"2019-04-26,04:01:00",9.908133333333334,31.663866666666667,0,8,9
"2019-04-26,04:02:00",9.6084,30.849333333333334,0,8,9
"2019-04-26,04:03:00",9.136133333333333,29.052533333333333,0,8,9
"2019-04-26,04:04:00",9.932666666666666,32.8492,0,9,10
"2019-04-26,04:05:00",9.319333333333333,30.089733333333335,0,9,10
"2019-04-26,04:06:00",9.451866666666668,31.358266666666665,0,10,11
"2019-04-26,04:07:00",9.521066666666666,31.492266666666666,0,8,9
"2019-04-26,04:08:00",9.0056,29.19546666666667,0,8,9
"2019-04-26,04:09:00",10.0056,32.89093333333334,0,8,9
"2019-04-26,04:10:00",9.2156,30.568666666666665,0,10,11
"2019-04-26,04:11:00",10.174666666666667,31.7468,0,10,11
"2019-04-26,04:12:00",10.072266666666666,31.420133333333332,0,9,10
"2019-04-26,04:13:00",9.045866666666667,29.266133333333332,0,9,10
"2019-04-26,04:14:00",9.888533333333333,32.693466666666666,0,9,10
"2019-04-26,04:15:00",9.380266666666667,29.870666666666665,0,8,9
"2019-04-26,04:16:00",9.890666666666666,31.713066666666666,0,9,10
"2019-04-26,04:17:00",9.754,31.3132,0,9,10
"2019-04-26,04:18:00",9.927866666666667,31.684933333333333,0,10,11
"2019-04-26,04:19:00",9.829466666666667,31.268666666666668,0,9,10
"2019-04-26,04:20:00",8.96,28.801066666666667,0,8,9
"2019-04-26,04:21:00",10.394666666666666,33.026666666666664,0,8,9
"2019-04-26,04:22:00",9.258533333333334,29.984533333333335,0,8,9
"2019-04-26,04:23:00",9.817066666666667,32.506,0,9,10
"2019-04-26,04:24:00",9.9096,30.619333333333334,0,9,10
"2019-04-26,04:25:00",9.529066666666667,31.36,0,9,10
"2019-04-26,04:26:00",10.192133333333333,30.605733333333333,0,13,14
"2019-04-26,04:27:00",9.007466666666666,29.842266666666667,0,9,10
"2019-04-26,04:28:00",9.7496,31.781466666666667,0,7,8
"2019-04-26,04:29:00",9.831866666666667,31.589866666666666,0,8,9
"2019-04-26,04:30:00",9.951066666666666,31.59,0,9,10
"2019-04-26,04:31:00",9.731333333333334,31.4368,0,10,11
"2019-04-26,04:32:00",8.754,28.644,0,9,10
"2019-04-26,04:33:00",9.912933333333333,32.93306666666667,0,8,9
"2019-04-26,04:34:00",9.451866666666668,29.962133333333334,0,10,11
"2019-04-26,04:35:00",9.5992,31.670933333333334,0,8,9
"2019-04-26,04:36:00",9.746133333333333,31.141866666666665,0,10,11
"2019-04-26,04:37:00",9.6196,31.553066666666666,0,9,10
"2019-04-26,04:38:00",9.952,31.463866666666668,0,7,8
"2019-04-26,04:39:00",9.5688,31.167466666666666,0,7,8
"2019-04-26,04:40:00",9.577733333333333,31.294533333333334,0,8,9
"2019-04-26,04:41:00",9.0412,28.4036,0,9,10
"2019-04-26,04:42:00",9.9612,32.31666666666667,0,9,10
"2019-04-26,04:43:00",9.1696,29.9056,0,8,9
"2019-04-26,04:44:00",10.2436,32.45826666666667,0,9,10
"2019-04-26,04:45:00",9.592133333333333,30.3744,0,8,9
"2019-04-26,04:46:00",9.694533333333334,31.295733333333335,0,10,11
"2019-04-26,04:47:00",10.1972,31.706,0,9,10
"2019-04-26,04:48:00",8.931866666666666,28.601733333333332,0,8,9
"2019-04-26,04:49:00",10.085866666666666,32.89386666666667,0,9,10
"2019-04-26,04:50:00",9.292933333333334,29.974,0,9,10
"2019-04-26,04:51:00",10.1668,32.837066666666665,0,9,10
"2019-04-26,04:52:00",9.644666666666666,30.3128,0,8,9
"2019-04-26,04:53:00",9.735866666666666,31.618,0,8,9
"2019-04-26,04:54:00",9.494933333333334,31.290133333333333,0,8,9
"2019-04-26,04:55:00",9.618,31.519066666666667,0,8,9
"2019-04-26,04:56:00",10.280133333333334,31.5736,0,13,14
"2019-04-26,04:57:00",9.3536,31.5916,0,8,9
"2019-04-26,04:58:00",9.685333333333332,31.1464,0,9,10
"2019-04-26,04:59:00",8.887733333333333,29.009866666666667,0,8,9
"2019-04-26,05:00:00",10.422933333333333,32.989466666666665,0,8,9
"2019-04-26,05:01:00",9.5972,29.976533333333332,0,9,10
"2019-04-26,05:02:00",10.1724,32.8804,0,8,9
"2019-04-26,05:03:00",9.6132,30.019733333333335,0,8,9
"2019-04-26,05:04:00",9.8724,31.6996,0,8,9
"2019-04-26,05:05:00",10.0132,31.42866666666667,0,8,9
"2019-04-26,05:06:00",8.801066666666667,28.601866666666666,0,10,11
"2019-04-26,05:07:00",9.798133333333332,32.912533333333336,0,9,10
"2019-04-26,05:08:00",9.4872,30.2756,0,8,9
"2019-04-26,05:09:00",9.881466666666666,31.764133333333334,0,9,10
"2019-04-26,05:10:00",10.1916,31.321866666666665,0,8,9
"2019-04-26,05:11:00",9.531333333333333,31.151733333333333,0,10,11
"2019-04-26,05:12:00",9.9932,31.689333333333334,0,8,9
"2019-04-26,05:13:00",9.036533333333333,28.707866666666668,0,8,9
"2019-04-26,05:14:00",10.22,32.993066666666664,0,9,10
"2019-04-26,05:15:00",9.627866666666666,30.2252,0,10,11
"2019-04-26,05:16:00",9.326266666666667,30.334266666666668,0,9,10
"2019-04-26,05:17:00",9.7868,31.402,0,8,9
"2019-04-26,05:18:00",9.494666666666667,29.898,0,9,10
"2019-04-26,05:19:00",9.768933333333333,32.0656,0,8,9
"2019-04-26,05:20:00",10.0256,31.4108,0,9,10
"2019-04-26,05:21:00",9.446666666666667,31.205866666666665,0,9,10
"2019-04-26,05:22:00",10.1948,31.7816,0,10,11
"2019-04-26,05:23:00",9.033733333333334,28.646266666666666,0,7,8
"2019-04-26,05:24:00",10.278266666666667,32.99466666666667,0,9,10
"2019-04-26,05:25:00",9.504266666666666,30.048,0,9,10
"2019-04-26,05:26:00",9.736266666666667,31.539466666666666,0,9,10
"2019-04-26,05:27:00",9.768,31.0424,0,9,10
"2019-04-26,05:28:00",9.310666666666666,29.064666666666668,0,8,9
"2019-04-26,05:29:00",10.378,32.9488,0,9,10
"2019-04-26,05:30:00",9.2164,29.9804,0,9,10
"2019-04-26,05:31:00",10.291466666666667,33.125733333333336,0,9,10
"2019-04-26,05:32:00",9.536666666666667,29.850533333333335,0,8,9
"2019-04-26,05:33:00",9.708533333333333,31.638933333333334,0,8,9
"2019-04-26,05:34:00",9.721733333333333,31.198666666666668,0,8,9
"2019-04-26,05:35:00",9.835866666666666,31.607733333333332,0,8,9
"2019-04-26,05:36:00",9.895466666666668,31.422266666666665,0,9,10
"2019-04-26,05:37:00",8.880533333333334,28.657066666666665,0,8,9
"2019-04-26,05:38:00",10.182533333333334,33.24746666666667,0,10,11
"2019-04-26,05:39:00",9.609733333333333,30.0036,0,9,10
"2019-04-26,05:40:00",10.268533333333334,33.002,0,9,10
"2019-04-26,05:41:00",9.5796,30.03226666666667,0,10,11
"2019-04-26,05:42:00",10.048,31.541333333333334,0,8,9
"2019-04-26,05:43:00",9.8256,31.372133333333334,0,8,9
"2019-04-26,05:44:00",9.373333333333333,31.185333333333332,0,8,9
"2019-04-26,05:45:00",9.870933333333333,31.392933333333332,0,8,9
"2019-04-26,05:46:00",9.2672,29.1644,0,11,12
"2019-04-26,05:47:00",10.2084,33.0788,0,8,9
"2019-04-26,05:48:00",9.827333333333334,30.03933333333333,0,9,10
"2019-04-26,05:49:00",9.4628,31.569866666666666,0,9,10
"2019-04-26,05:50:00",9.620266666666666,31.310133333333333,0,8,9
"2019-04-26,05:51:00",9.697466666666667,31.4292,0,10,11
"2019-04-26,05:52:00",3.2505333333333333,11.028266666666667,0,8,9
